model,dataset,tuning,imbalance,n_folds,oof_auc,oof_pr_auc,mean_fold_auc,std_fold_auc,runtime_s,n_samples,prevalence,auc,pr_auc,accuracy,precision,recall,f1,threshold,feature_set,scenario,minority_pct
random_forest,va_longbeach,competition,smote,15,0.6331754178181339,0.8294725104218998,0.595695576454197,0.12115298120775354,18.75,200,,0.6331754178181339,0.8294725104218998,0.585,0.84375,0.5436241610738255,0.6612244897959184,0.500079921098234,raw,3.0,25.5
random_forest,va_longbeach,dataset,native,15,0.6704829582839846,0.8370354381949267,0.6734817136886103,0.09134687735751269,2940.11,200,,0.6704829582839846,0.8370354381949267,0.69,0.8222222222222222,0.7449664429530202,0.7816901408450704,0.5082595495781139,raw,3.0,25.5
random_forest,va_longbeach,dataset,smote,15,0.7165416502171339,0.876529527256005,0.697647857889237,0.05883478352560712,2630.88,200,,0.7165416502171339,0.876529527256005,0.69,0.8175182481751825,0.7516778523489933,0.7832167832167832,0.6324508621063832,raw,3.0,25.5
random_forest,va_longbeach,default,native,15,0.6577181208053692,0.8165501859473483,0.6611957506095436,0.07859020831675526,12.77,200,,0.6577181208053692,0.8165501859473483,0.755,0.7808988764044944,0.9328859060402684,0.8501529051987767,0.6272222222222222,raw,3.0,25.5
random_forest,va_longbeach,default,smote,15,0.6816028424792736,0.8273480777611761,0.6751758969000348,0.07548854542229588,12.97,200,,0.6816028424792736,0.8273480777611761,0.76,0.8136645962732919,0.8791946308724832,0.8451612903225807,0.5580555555555555,raw,3.0,25.5
realmlp,cleveland,competition,native,10,0.8887085453588349,0.8730063380087081,0.8942974305106656,0.04005256885332898,6.99,303,45.9,0.8887085453588349,0.8730063380087081,0.8745874587458746,0.8740740740740741,0.8489208633093526,0.8613138686131386,0.512864351272583,,,
realmlp,cleveland,competition,smote,10,0.8945867696087033,0.89170481923203,0.9037390917905623,0.044766970063422735,7.26,303,45.9,0.8945867696087033,0.89170481923203,0.8778877887788779,0.8805970149253731,0.8489208633093526,0.8644688644688645,0.4963219463825226,raw,3.0,
realmlp,cleveland,dataset,native,10,0.8887085453588349,0.8730063380087081,0.8942974305106656,0.04005256885332898,79.56,303,,0.8887085453588349,0.8730063380087081,0.8745874587458746,0.8740740740740741,0.8489208633093526,0.8613138686131386,0.512864351272583,raw,3.0,45.87
realmlp,cleveland,dataset,smote,10,0.8907264432356553,0.8846956153031518,0.9087447478991596,0.047714151000668954,72.21,303,,0.8907264432356553,0.8846956153031518,0.8844884488448845,0.9126984126984127,0.8273381294964028,0.8679245283018868,0.5082788467407227,raw,3.0,45.87
realmlp,cleveland,default,native,10,0.8887085453588349,0.8730063380087081,0.8942974305106656,0.04005256885332898,7.0,303,45.9,0.8887085453588349,0.8730063380087081,0.8745874587458746,0.8740740740740741,0.8489208633093526,0.8613138686131386,0.512864351272583,,,
realmlp,cleveland,default,smote,10,0.8912967187225829,0.885141287324756,0.9091911764705882,0.04699409493612893,6.55,303,45.9,0.8912967187225829,0.885141287324756,0.8844884488448845,0.9126984126984127,0.8273381294964028,0.8679245283018868,0.5081016421318054,,,
realmlp,hungarian,competition,native,10,0.885337213970293,0.872396177668931,0.8852737905369485,0.07348464343745159,27.57,294,,0.885337213970293,0.872396177668931,0.8945578231292517,0.8712871287128713,0.8301886792452831,0.8502415458937198,0.5024108290672302,raw,3.0,36.05
realmlp,hungarian,competition,smote,10,0.8838317944600562,0.8381712249544665,0.8800000000000001,0.0372712087803757,30.58,294,,0.8838317944600562,0.8381712249544665,0.8809523809523809,0.8317757009345794,0.839622641509434,0.8356807511737089,0.5000756978988647,raw,3.0,36.05
realmlp,hungarian,dataset,native,10,0.885337213970293,0.872396177668931,0.8852737905369485,0.07348464343745159,84.76,294,,0.885337213970293,0.872396177668931,0.8945578231292517,0.8712871287128713,0.8301886792452831,0.8502415458937198,0.5024108290672302,raw,3.0,36.05
realmlp,hungarian,dataset,smote,10,0.8838317944600562,0.8381712249544665,0.8800000000000001,0.0372712087803757,92.32,294,,0.8838317944600562,0.8381712249544665,0.8809523809523809,0.8317757009345794,0.839622641509434,0.8356807511737089,0.5000756978988647,raw,3.0,36.05
realmlp,hungarian,default,native,10,0.885337213970293,0.872396177668931,0.8852737905369485,0.07348464343745159,26.12,294,,0.885337213970293,0.872396177668931,0.8945578231292517,0.8712871287128713,0.8301886792452831,0.8502415458937198,0.5024108290672302,raw,3.0,36.05
realmlp,hungarian,default,smote,10,0.8838317944600562,0.8381712249544665,0.8800000000000001,0.0372712087803757,31.36,294,,0.8838317944600562,0.8381712249544665,0.8809523809523809,0.8317757009345794,0.839622641509434,0.8356807511737089,0.5000756978988647,raw,3.0,36.05
realmlp,switzerland,competition,native,15,0.6880434782608695,0.9491009613195972,0.6173913043478261,0.28947075971665753,25.69,123,,0.6880434782608695,0.9491009613195972,0.9349593495934959,0.9495798319327731,0.9826086956521739,0.9658119658119658,0.7639179825782776,raw,3.0,6.5
realmlp,switzerland,competition,smote,15,0.7271739130434782,0.9696780587719086,0.6913043478260869,0.2868906380230195,25.89,123,,0.7271739130434782,0.9696780587719086,0.926829268292683,0.9491525423728814,0.9739130434782609,0.9613733905579399,0.8211526075998942,raw,3.0,6.5
realmlp,switzerland,dataset,native,15,0.6880434782608695,0.9491009613195972,0.6173913043478261,0.28947075971665753,106.59,123,,0.6880434782608695,0.9491009613195972,0.9349593495934959,0.9495798319327731,0.9826086956521739,0.9658119658119658,0.7639179825782776,raw,3.0,6.5
realmlp,switzerland,dataset,smote,15,0.7271739130434782,0.9696780587719086,0.6913043478260869,0.2868906380230195,99.45,123,,0.7271739130434782,0.9696780587719086,0.926829268292683,0.9491525423728814,0.9739130434782609,0.9613733905579399,0.8211526075998942,raw,3.0,6.5
realmlp,switzerland,default,native,15,0.6880434782608695,0.9491009613195972,0.6173913043478261,0.28947075971665753,25.76,123,,0.6880434782608695,0.9491009613195972,0.9349593495934959,0.9495798319327731,0.9826086956521739,0.9658119658119658,0.7639179825782776,raw,3.0,6.5
realmlp,switzerland,default,smote,15,0.7271739130434782,0.9696780587719086,0.6913043478260869,0.2868906380230195,25.12,123,,0.7271739130434782,0.9696780587719086,0.926829268292683,0.9491525423728814,0.9739130434782609,0.9613733905579399,0.8211526075998942,raw,3.0,6.5
realmlp,va_longbeach,competition,native,15,0.7279905250690881,0.8509765374562701,0.6940184604667364,0.08725508276982451,7.64,200,,0.7279905250690881,0.8509765374562701,0.78,0.8,0.9395973154362416,0.8641975308641975,0.6754883527755737,raw,3.0,25.5
realmlp,va_longbeach,competition,smote,15,0.692327937886564,0.830703249513961,0.689312086381052,0.07289668714155641,6.26,200,,0.692327937886564,0.830703249513961,0.79,0.8057142857142857,0.9463087248322147,0.8703703703703703,0.6326013008753458,raw,3.0,25.5
realmlp,va_longbeach,dataset,native,15,0.7279905250690881,0.8509765374562701,0.6940184604667364,0.08725508276982451,30.37,200,,0.7279905250690881,0.8509765374562701,0.78,0.8,0.9395973154362416,0.8641975308641975,0.6754883527755737,raw,3.0,25.5
realmlp,va_longbeach,dataset,smote,15,0.692327937886564,0.830703249513961,0.689312086381052,0.07289668714155641,30.01,200,,0.692327937886564,0.830703249513961,0.79,0.8057142857142857,0.9463087248322147,0.8703703703703703,0.6326013008753458,raw,3.0,25.5
realmlp,va_longbeach,default,native,15,0.7279905250690881,0.8509765374562701,0.6940184604667364,0.08725508276982451,7.91,200,,0.7279905250690881,0.8509765374562701,0.78,0.8,0.9395973154362416,0.8641975308641975,0.6754883527755737,raw,3.0,25.5
realmlp,va_longbeach,default,smote,15,0.692327937886564,0.830703249513961,0.689312086381052,0.07289668714155641,6.35,200,,0.692327937886564,0.830703249513961,0.79,0.8057142857142857,0.9463087248322147,0.8703703703703703,0.6326013008753458,raw,3.0,25.5
ridge,cleveland,competition,native,10,0.9051149324442884,0.901873360413312,0.9054197640594699,0.04669553520390674,0.79,303,45.9,0.9051149324442884,0.901873360413312,0.7854785478547854,0.9512195121951219,0.5611510791366906,0.7058823529411765,0.20721573205417168,,,
ridge,cleveland,competition,smote,10,0.9045885243025091,0.9007253322503203,0.9049672753716871,0.044123187250032024,0.8,303,45.9,0.9045885243025091,0.9007253322503203,0.834983498349835,0.8449612403100775,0.7841726618705036,0.8134328358208955,0.5646569756012279,raw,3.0,
ridge,cleveland,dataset,native,10,0.908097911914371,0.9052507277591068,0.9081508564964448,0.050165222357505916,334.39,303,,0.908097911914371,0.9052507277591068,0.8316831683168316,0.8384615384615385,0.7841726618705036,0.8104089219330854,0.5255251355579322,raw,3.0,45.87
ridge,cleveland,dataset,smote,10,0.9070889629759606,0.9044242084574534,0.9085387039431156,0.04915990977078669,337.42,303,,0.9070889629759606,0.9044242084574534,0.8283828382838284,0.8320610687022901,0.7841726618705036,0.8074074074074075,0.5167926046848986,raw,3.0,45.87
ridge,cleveland,default,native,10,0.9051149324442884,0.901873360413312,0.9054197640594699,0.04669553520390674,0.79,303,45.9,0.9051149324442884,0.901873360413312,0.7854785478547854,0.9512195121951219,0.5611510791366906,0.7058823529411765,0.20721573205417168,,,
ridge,cleveland,default,smote,10,0.9049394630636954,0.9024647726637971,0.9066479476405946,0.046912648571514094,0.79,303,45.9,0.9049394630636954,0.9024647726637971,0.7821782178217822,0.9506172839506173,0.5539568345323741,0.7,0.19656716700807125,,,
ridge,hungarian,competition,native,10,0.8989863508631072,0.8558042925239531,0.8966081871345029,0.042517759899977026,1.55,294,,0.8989863508631072,0.8558042925239531,0.8299319727891157,0.7745098039215687,0.7452830188679245,0.7596153846153846,0.44707583718398386,raw,3.0,36.05
ridge,hungarian,competition,smote,10,0.9006423123243678,0.8550653444256133,0.8976023391812864,0.04020959289122363,1.52,294,,0.9006423123243678,0.8550653444256133,0.8401360544217688,0.797979797979798,0.7452830188679245,0.7707317073170732,0.4541219621048284,raw,3.0,36.05
ridge,hungarian,dataset,native,10,0.9010437575270975,0.861123146711844,0.8990483785220628,0.04320487813300994,448.57,294,,0.9010437575270975,0.861123146711844,0.8469387755102041,0.8080808080808081,0.7547169811320755,0.7804878048780488,0.4415746548529893,raw,3.0,36.05
ridge,hungarian,dataset,smote,10,0.9010939381774389,0.8581694835375374,0.8973205741626794,0.040249840057441776,459.5,294,,0.9010939381774389,0.8581694835375374,0.8435374149659864,0.8,0.7547169811320755,0.7766990291262136,0.4574976811635803,raw,3.0,36.05
ridge,hungarian,default,native,10,0.8989863508631072,0.8558042925239531,0.8966081871345029,0.042517759899977026,1.51,294,,0.8989863508631072,0.8558042925239531,0.8299319727891157,0.7745098039215687,0.7452830188679245,0.7596153846153846,0.44707583718398386,raw,3.0,36.05
ridge,hungarian,default,smote,10,0.9006423123243678,0.8550653444256133,0.8976023391812864,0.04020959289122363,1.5,294,,0.9006423123243678,0.8550653444256133,0.8401360544217688,0.797979797979798,0.7452830188679245,0.7707317073170732,0.4541219621048284,raw,3.0,36.05
ridge,switzerland,competition,native,15,0.6728260869565217,0.9605291314145259,0.6420289855072464,0.270925351533886,2.65,123,,0.6728260869565217,0.9605291314145259,0.7723577235772358,0.9578947368421052,0.7913043478260869,0.8666666666666667,0.4756442624442993,raw,3.0,6.5
ridge,switzerland,competition,smote,15,0.708695652173913,0.9624461813105514,0.6768115942028986,0.27872093609637855,3.36,123,,0.708695652173913,0.9624461813105514,0.8617886178861789,0.9537037037037037,0.8956521739130435,0.9237668161434978,0.5457339940845259,raw,3.0,6.5
ridge,switzerland,dataset,native,15,0.4989130434782609,0.9397318596958706,0.6079710144927536,0.2725196519932779,231.22,123,,0.4989130434782609,0.9397318596958706,0.6666666666666666,0.9404761904761905,0.6869565217391305,0.7939698492462312,0.3886765467422975,raw,3.0,6.5
ridge,switzerland,dataset,smote,15,0.7076086956521739,0.9632587231832537,0.7,0.26281880451665063,298.99,123,,0.7076086956521739,0.9632587231832537,0.8617886178861789,0.9537037037037037,0.8956521739130435,0.9237668161434978,0.5874971086506455,raw,3.0,6.5
ridge,switzerland,default,native,15,0.6728260869565217,0.9605291314145259,0.6420289855072464,0.270925351533886,2.34,123,,0.6728260869565217,0.9605291314145259,0.7723577235772358,0.9578947368421052,0.7913043478260869,0.8666666666666667,0.4756442624442993,raw,3.0,6.5
ridge,switzerland,default,smote,15,0.708695652173913,0.9624461813105514,0.6768115942028986,0.27872093609637855,3.37,123,,0.708695652173913,0.9624461813105514,0.8617886178861789,0.9537037037037037,0.8956521739130435,0.9237668161434978,0.5457339940845259,raw,3.0,6.5
ridge,va_longbeach,competition,native,15,0.6723253059613107,0.8181905602288055,0.6761138975966562,0.08304666111103806,2.46,200,,0.6723253059613107,0.8181905602288055,0.67,0.8373983739837398,0.6912751677852349,0.7573529411764706,0.5279786855435687,raw,3.0,25.5
ridge,va_longbeach,competition,smote,15,0.6686406106066588,0.8175888051304298,0.6777063740856843,0.08416149331983458,2.53,200,,0.6686406106066588,0.8175888051304298,0.675,0.8181818181818182,0.7248322147651006,0.7686832740213523,0.5418363416863691,raw,3.0,25.5
ridge,va_longbeach,dataset,native,15,0.6794315041452824,0.8204789328485653,0.6865980494601184,0.08378349937541199,389.95,200,,0.6794315041452824,0.8204789328485653,0.67,0.8373983739837398,0.6912751677852349,0.7573529411764706,0.4810386116349097,raw,3.0,25.5
ridge,va_longbeach,dataset,smote,15,0.6729832872746414,0.8207858751564233,0.6800344827586208,0.08215828188650597,396.75,200,,0.6729832872746414,0.8207858751564233,0.675,0.823076923076923,0.7181208053691275,0.7670250896057348,0.4494267524515272,raw,3.0,25.5
ridge,va_longbeach,default,native,15,0.6723253059613107,0.8181905602288055,0.6761138975966562,0.08304666111103806,2.71,200,,0.6723253059613107,0.8181905602288055,0.67,0.8373983739837398,0.6912751677852349,0.7573529411764706,0.5279786855435687,raw,3.0,25.5
ridge,va_longbeach,default,smote,15,0.6686406106066588,0.8175888051304298,0.6777063740856843,0.08416149331983458,2.63,200,,0.6686406106066588,0.8175888051304298,0.675,0.8181818181818182,0.7248322147651006,0.7686832740213523,0.5418363416863691,raw,3.0,25.5
svm,cleveland,competition,native,10,0.8971530092998772,0.8909057691043121,0.9009312378797674,0.055395748705309375,0.82,303,45.9,0.8971530092998772,0.8909057691043121,0.8151815181518152,0.8217054263565892,0.762589928057554,0.7910447761194029,0.6220669348719821,,,
svm,cleveland,competition,smote,10,0.8974381470433409,0.8912916407430677,0.9000909017453134,0.052617281029299544,0.96,303,45.9,0.8974381470433409,0.8912916407430677,0.8184818481848185,0.8181818181818182,0.7769784172661871,0.7970479704797048,0.6418795710113757,,,
svm,cleveland,dataset,native,10,0.8948938410247411,0.8954985818706224,0.9070963962508081,0.04853890448883903,284.01,303,45.9,0.8948938410247411,0.8954985818706224,0.8052805280528053,0.8333333333333334,0.7194244604316546,0.7722007722007722,0.41079767979822135,,,
svm,cleveland,dataset,smote,10,0.9048078610282505,0.9029937075061161,0.9124454589528119,0.0475079608701117,298.07,303,45.9,0.9048078610282505,0.9029937075061161,0.8250825082508251,0.8257575757575758,0.7841726618705036,0.8044280442804428,0.6598811448554922,,,
svm,cleveland,default,native,10,0.8933584839445516,0.8810729327570992,0.8975113122171944,0.04938339053311542,0.94,303,45.9,0.8933584839445516,0.8810729327570992,0.8283828382838284,0.8175182481751825,0.8057553956834532,0.8115942028985508,0.5552626442817943,,,
svm,cleveland,default,smote,10,0.8936216880154412,0.8829967555627256,0.8983253878474466,0.04524323130145534,0.95,303,45.9,0.8936216880154412,0.8829967555627256,0.8250825082508251,0.8161764705882353,0.7985611510791367,0.8072727272727273,0.5227561584221911,,,
svm,hungarian,competition,native,10,0.9032015254917705,0.8572614590541107,0.9023498139287612,0.040389577422056754,0.95,294,36.1,0.9032015254917705,0.8572614590541107,0.8537414965986394,0.8315789473684211,0.7452830188679245,0.7860696517412935,0.43324953833414487,,,
svm,hungarian,competition,smote,10,0.9065636290646327,0.8573158957550897,0.9038118022328548,0.040237148324383284,0.96,294,36.1,0.9065636290646327,0.8573158957550897,0.8401360544217688,0.7920792079207921,0.7547169811320755,0.7729468599033816,0.34934639515105476,,,
svm,hungarian,dataset,native,10,0.9010939381774388,0.8533534608063875,0.9017703349282297,0.04056793370480329,277.45,294,36.1,0.9010939381774388,0.8533534608063875,0.8537414965986394,0.8315789473684211,0.7452830188679245,0.7860696517412935,0.25038412343862765,,,
svm,hungarian,dataset,smote,10,0.9027498996386993,0.8570287580967133,0.9,0.04388240351867253,283.6,294,36.1,0.9027498996386993,0.8570287580967133,0.8469387755102041,0.7961165048543689,0.7735849056603774,0.784688995215311,0.3018581386900935,,,
svm,hungarian,default,native,10,0.8944199116820554,0.8300186916659901,0.8944391281233386,0.04681224174364529,0.94,294,36.1,0.8944199116820554,0.8300186916659901,0.8537414965986394,0.8315789473684211,0.7452830188679245,0.7860696517412935,0.29939434739501064,,,
svm,hungarian,default,smote,10,0.8946206342834203,0.8295907402294848,0.8967410951621477,0.04862298709578429,0.95,294,36.1,0.8946206342834203,0.8295907402294848,0.8469387755102041,0.801980198019802,0.7641509433962265,0.782608695652174,0.43734608342284015,,,
svm,switzerland,competition,native,15,0.6315217391304347,0.9409794159522001,0.5231884057971015,0.31165823406806353,1.38,123,93.5,0.6315217391304347,0.9409794159522001,0.9349593495934959,0.9349593495934959,1.0,0.9663865546218487,0.9161717576115432,,,
svm,switzerland,competition,smote,15,0.6902173913043478,0.9604702668852787,0.6333333333333333,0.2858638250006887,1.46,123,93.5,0.6902173913043478,0.9604702668852787,0.8373983739837398,0.9523809523809523,0.8695652173913043,0.9090909090909091,0.7320041266933991,,,
svm,switzerland,dataset,native,15,0.6282608695652174,0.9397532160631378,0.4652173913043478,0.2519989397963315,124.24,123,93.5,0.6282608695652174,0.9397532160631378,0.9349593495934959,0.9349593495934959,1.0,0.9663865546218487,0.9073995859801317,,,
svm,switzerland,dataset,smote,15,0.601086956521739,0.9312947679720246,0.531159420289855,0.27408743777392214,126.65,123,93.5,0.601086956521739,0.9312947679720246,0.8699186991869918,0.9541284403669725,0.9043478260869565,0.9285714285714286,0.610599872786097,,,
svm,switzerland,default,native,15,0.6097826086956522,0.9349415727135382,0.6405797101449276,0.2894780156231048,1.37,123,93.5,0.6097826086956522,0.9349415727135382,0.926829268292683,0.9344262295081968,0.991304347826087,0.9620253164556962,0.9041461794440747,,,
svm,switzerland,default,smote,15,0.6217391304347827,0.9445034743327412,0.6246376811594203,0.32954367512732685,1.44,123,93.5,0.6217391304347827,0.9445034743327412,0.9186991869918699,0.9411764705882353,0.9739130434782609,0.9572649572649573,0.9778538640156453,,,
svm,va_longbeach,competition,native,15,0.6549545992893802,0.8004444803877427,0.6457356321839082,0.12153447638774084,1.47,200,74.5,0.6549545992893802,0.8004444803877427,0.755,0.7525252525252525,1.0,0.8587896253602305,0.7312937161213428,,,
svm,va_longbeach,competition,smote,15,0.663113567574681,0.8083557504674342,0.6636405433646814,0.08771230823225924,1.49,200,74.5,0.663113567574681,0.8083557504674342,0.65,0.8264462809917356,0.6711409395973155,0.7407407407407407,0.4311259942975878,,,
svm,va_longbeach,dataset,native,15,0.6692985919199894,0.8135583583728488,0.6546962730755834,0.07915247337411473,211.61,200,74.5,0.6692985919199894,0.8135583583728488,0.755,0.7525252525252525,1.0,0.8587896253602305,0.7229890004455597,,,
svm,va_longbeach,dataset,smote,15,0.6789051190946177,0.826212545334529,0.6728812260536399,0.08322531349491864,214.75,200,74.5,0.6789051190946177,0.826212545334529,0.655,0.8225806451612904,0.6845637583892618,0.7472527472527473,0.4421343341628267,,,
svm,va_longbeach,default,native,15,0.683905777075931,0.844157217840015,0.6899578544061302,0.07537513775488137,1.39,200,74.5,0.683905777075931,0.844157217840015,0.76,0.7671957671957672,0.9731543624161074,0.8579881656804734,0.6650470946123587,,,
svm,va_longbeach,default,smote,15,0.674430846163969,0.8383462315250408,0.6778547544409612,0.08202796796482895,1.43,200,74.5,0.674430846163969,0.8383462315250408,0.75,0.8235294117647058,0.8456375838926175,0.8344370860927153,0.4182273864465835,,,
tabpfn,cleveland,competition,native,10,0.9117389015616774,0.9013019417859833,0.9153543148028443,0.04716166779006184,4.95,303,45.9,0.9117389015616774,0.9013019417859833,0.8382838283828383,0.8461538461538461,0.7913669064748201,0.8178438661710037,0.5946084856987,,,
tabpfn,cleveland,competition,smote,10,0.9109931566941569,0.9029169402770888,0.917697559793148,0.04340715166809668,7.5,303,45.9,0.9109931566941569,0.9029169402770888,0.8448844884488449,0.8650793650793651,0.7841726618705036,0.8226415094339623,0.5144075155258179,raw,3.0,
tabpfn,cleveland,dataset,native,10,0.9128794525355326,0.9019461425655568,0.9175985778926956,0.04331525016708549,19438.48,303,,0.9128794525355326,0.9019461425655568,0.8382838283828383,0.8515625,0.7841726618705036,0.8164794007490637,0.6007130742073059,raw,3.0,45.87
tabpfn,cleveland,dataset,smote,10,0.9115634321810844,0.9038428464735929,0.913194893341952,0.043337439418479846,13238.61,303,,0.9115634321810844,0.9038428464735929,0.8382838283828383,0.8515625,0.7841726618705036,0.8164794007490637,0.6015462875366211,raw,3.0,45.87
tabpfn,cleveland,default,native,10,0.9117389015616774,0.9013019417859833,0.9153543148028443,0.04716166779006184,4.84,303,45.9,0.9117389015616774,0.9013019417859833,0.8382838283828383,0.8461538461538461,0.7913669064748201,0.8178438661710037,0.5946084856987,,,
tabpfn,cleveland,default,smote,10,0.9120021056325671,0.9045135979264417,0.9177177601809954,0.038729843924273144,4.74,303,45.9,0.9120021056325671,0.9045135979264417,0.8514851485148515,0.8671875,0.7985611510791367,0.8314606741573034,0.49344325065612793,,,
tabpfn,hungarian,competition,native,10,0.9199116820553995,0.8544594680159472,0.9228814460393409,0.05747799859517139,11.94,294,,0.9199116820553995,0.8544594680159472,0.8571428571428571,0.8478260869565217,0.7358490566037735,0.7878787878787878,0.16880051791667938,raw,3.0,36.05
tabpfn,hungarian,competition,smote,10,0.9070654355680449,0.8313299534719716,0.906996278575226,0.05916311695718373,13.24,294,,0.9070654355680449,0.8313299534719716,0.8299319727891157,0.7745098039215687,0.7452830188679245,0.7596153846153846,0.3992023169994354,raw,3.0,36.05
tabpfn,hungarian,dataset,native,10,0.9175531914893617,0.8508538477376762,0.9204891015417331,0.056215927694348716,8739.56,294,,0.9175531914893617,0.8508538477376762,0.8571428571428571,0.8478260869565217,0.7358490566037735,0.7878787878787878,0.21326355636119843,raw,3.0,36.05
tabpfn,hungarian,dataset,smote,10,0.9082697711762344,0.8302757590256766,0.9119298245614035,0.0596711146761632,14272.41,294,,0.9082697711762344,0.8302757590256766,0.8367346938775511,0.7788461538461539,0.7641509433962265,0.7714285714285715,0.3346482813358307,raw,3.0,36.05
tabpfn,hungarian,default,native,10,0.9199116820553995,0.8544594680159472,0.9228814460393409,0.05747799859517139,13.9,294,,0.9199116820553995,0.8544594680159472,0.8571428571428571,0.8478260869565217,0.7358490566037735,0.7878787878787878,0.16880051791667938,raw,3.0,36.05
tabpfn,hungarian,default,smote,10,0.9070654355680449,0.8313299534719716,0.906996278575226,0.05916311695718373,13.89,294,,0.9070654355680449,0.8313299534719716,0.8299319727891157,0.7745098039215687,0.7452830188679245,0.7596153846153846,0.3992023169994354,raw,3.0,36.05
tabpfn,switzerland,competition,native,15,0.6934782608695652,0.9419877254885253,0.73768115942029,0.26140846109655913,17.07,123,,0.6934782608695652,0.9419877254885253,0.9349593495934959,0.9349593495934959,1.0,0.9663865546218487,0.9177334904670715,raw,3.0,6.5
tabpfn,switzerland,competition,smote,15,0.7141304347826087,0.957249057399273,0.7478260869565218,0.18998225632665441,20.68,123,,0.7141304347826087,0.957249057399273,0.9349593495934959,0.9349593495934959,1.0,0.9663865546218487,0.9699498812357584,raw,3.0,6.5
tabpfn,switzerland,dataset,native,15,0.7054347826086956,0.9516590144530972,0.7623188405797101,0.2206233174058327,5101.41,123,,0.7054347826086956,0.9516590144530972,0.9349593495934959,0.9349593495934959,1.0,0.9663865546218487,0.9212477604548136,raw,3.0,6.5
tabpfn,switzerland,dataset,smote,15,0.6565217391304348,0.9479536863808614,0.6869565217391305,0.25902731145216107,4920.54,123,,0.6565217391304348,0.9479536863808614,0.9349593495934959,0.9349593495934959,1.0,0.9663865546218487,0.9834443132082621,raw,3.0,6.5
tabpfn,switzerland,default,native,15,0.6934782608695652,0.9419877254885253,0.73768115942029,0.26140846109655913,17.42,123,,0.6934782608695652,0.9419877254885253,0.9349593495934959,0.9349593495934959,1.0,0.9663865546218487,0.9177334904670715,raw,3.0,6.5
tabpfn,switzerland,default,smote,15,0.7141304347826087,0.957249057399273,0.7478260869565218,0.18998225632665441,21.15,123,,0.7141304347826087,0.957249057399273,0.9349593495934959,0.9349593495934959,1.0,0.9663865546218487,0.9699498812357584,raw,3.0,6.5
tabpfn,va_longbeach,competition,native,15,0.6717989209106462,0.8292946998816894,0.6765611285266456,0.0792424615537086,22.2,200,,0.6717989209106462,0.8292946998816894,0.755,0.7551020408163265,0.9932885906040269,0.8579710144927536,0.6846992174784342,raw,3.0,25.5
tabpfn,va_longbeach,competition,smote,15,0.6639031451506776,0.81034250745719,0.6729818878439567,0.07953761637864634,24.02,200,,0.6639031451506776,0.81034250745719,0.765,0.8109756097560976,0.8926174496644296,0.8498402555910544,0.5638601978619894,raw,3.0,25.5
tabpfn,va_longbeach,dataset,native,15,0.6723253059613107,0.8300883646971172,0.6800003483106931,0.07996260050695222,6284.84,200,,0.6723253059613107,0.8300883646971172,0.755,0.7551020408163265,0.9932885906040269,0.8579710144927536,0.7189285159111023,raw,3.0,25.5
tabpfn,va_longbeach,dataset,smote,15,0.6685090143439927,0.8136486469208319,0.6756457680250784,0.07793216701669581,3270.52,200,,0.6685090143439927,0.8136486469208319,0.75,0.803680981595092,0.8791946308724832,0.8397435897435898,0.5745212535063425,raw,3.0,25.5
tabpfn,va_longbeach,default,native,15,0.6717989209106462,0.8292946998816894,0.6765611285266456,0.0792424615537086,20.81,200,,0.6717989209106462,0.8292946998816894,0.755,0.7551020408163265,0.9932885906040269,0.8579710144927536,0.6846992174784342,raw,3.0,25.5
tabpfn,va_longbeach,default,smote,15,0.6639031451506776,0.81034250745719,0.6729818878439567,0.07953761637864634,24.07,200,,0.6639031451506776,0.81034250745719,0.765,0.8109756097560976,0.8926174496644296,0.8498402555910544,0.5638601978619894,raw,3.0,25.5
xgboost,cleveland,competition,native,10,0.8621249341989824,0.8442742087404276,0.8665340174531352,0.044313124875281704,58.81,303,45.9,0.8621249341989824,0.8442742087404276,0.7887788778877888,0.7819548872180451,0.7482014388489209,0.7647058823529411,0.32760629057884216,,,
xgboost,cleveland,competition,smote,10,0.8633970872082822,0.8465701998943096,0.8647745636716225,0.04524516474127544,59.84,303,45.9,0.8633970872082822,0.8465701998943096,0.7986798679867987,0.7910447761194029,0.762589928057554,0.7765567765567766,0.32501718401908875,raw,3.0,
xgboost,cleveland,dataset,native,10,0.8798473416388841,0.8651974155956541,0.9236910148674854,0.03650554402241548,3882.38,303,,0.8798473416388841,0.8651974155956541,0.8283828382838284,0.8320610687022901,0.7841726618705036,0.8074074074074075,0.49494272470474243,raw,3.0,45.87
xgboost,cleveland,dataset,smote,10,0.8875460607124057,0.8821717813974027,0.9319822640594699,0.04045867196584116,5326.41,303,,0.8875460607124057,0.8821717813974027,0.8382838283828383,0.8515625,0.7841726618705036,0.8164794007490637,0.4959636330604553,raw,3.0,45.87
xgboost,cleveland,default,native,10,0.8815143007545183,0.8634574982061247,0.8882029734970912,0.03852213559983288,12.73,303,45.9,0.8815143007545183,0.8634574982061247,0.8184818481848185,0.823076923076923,0.7697841726618705,0.7955390334572491,0.39615339040756226,,,
xgboost,cleveland,default,smote,10,0.8831812598701527,0.866033353982088,0.8881443923723336,0.03893245967487831,12.73,303,45.9,0.8831812598701527,0.866033353982088,0.8250825082508251,0.8257575757575758,0.7841726618705036,0.8044280442804428,0.3936532735824585,,,
